fuelType,year,VClass,highway08,fuelCost08,score,city08
Regular,2009,Subcompact Cars,37,1200,9.0,25.0
Regular,2009,Two Seaters,24,1750,5.0,19.0
Regular,2009,Two Seaters,27,1750,5.0,19.0
Regular,2010,Compact Cars,24,1900,6.0,16.0
Regular,2010,Compact Cars,24,2000,5.0,15.0
Regular,2010,Compact Cars,25,1800,5.0,17.0
Regular,2010,Compact Cars,25,1800,6.0,17.0
Regular,2010,Compact Cars,25,1900,6.0,16.0
Regular,2010,Compact Cars,26,1650,5.0,20.0
Regular,2010,Compact Cars,27,1650,5.0,20.0
Regular,2010,Compact Cars,28,1650,5.0,19.0
Regular,2010,Compact Cars,28,1650,6.0,19.0
Regular,2010,Compact Cars,29,1450,5.0,22.0
Regular,2010,Compact Cars,29,1450,9.0,22.0
Regular,2010,Compact Cars,29,1500,5.0,21.0
Regular,2010,Compact Cars,29,1500,6.0,21.0
Regular,2010,Compact Cars,29,1500,9.0,21.0
Regular,2010,Compact Cars,29,1650,5.0,18.0
Regular,2010,Compact Cars,29,1650,6.0,18.0
Regular,2010,Compact Cars,29,1750,5.0,17.0
Regular,2010,Compact Cars,29,1750,6.0,17.0
Regular,2010,Compact Cars,30,1400,5.0,23.0
Regular,2010,Compact Cars,30,1400,7.0,23.0
Regular,2010,Compact Cars,30,1400,9.0,23.0
Regular,2010,Compact Cars,30,1450,5.0,22.5
Regular,2010,Compact Cars,30,1450,6.0,22.0
Regular,2010,Compact Cars,30,1450,7.0,22.333333333333332
Regular,2010,Compact Cars,30,1450,9.0,22.333333333333332
Regular,2010,Compact Cars,30,1500,5.0,21.0
Regular,2010,Compact Cars,30,1500,6.0,21.0
Regular,2010,Compact Cars,31,1400,5.0,23.0
Regular,2010,Compact Cars,31,1450,5.0,21.75
Regular,2010,Compact Cars,31,1450,6.0,21.5
Regular,2010,Compact Cars,31,1450,8.0,21.0
Regular,2010,Compact Cars,31,1450,9.0,21.5
Regular,2010,Compact Cars,32,1400,5.0,22.0
Regular,2010,Compact Cars,32,1400,6.0,22.0
Regular,2010,Compact Cars,33,1300,5.0,25.0
Regular,2010,Compact Cars,33,1350,5.0,24.0
Regular,2010,Compact Cars,33,1350,9.0,24.0
Regular,2010,Compact Cars,33,1400,5.0,22.0
Regular,2010,Compact Cars,34,1050,7.0,35.0
Regular,2010,Compact Cars,34,1050,8.0,35.0
Regular,2010,Compact Cars,34,1200,5.0,28.0
Regular,2010,Compact Cars,34,1200,6.0,28.0
Regular,2010,Compact Cars,34,1250,5.0,26.0
Regular,2010,Compact Cars,34,1250,6.0,26.0
Regular,2010,Compact Cars,34,1300,5.0,25.0
Regular,2010,Compact Cars,34,1300,6.0,24.666666666666668
Regular,2010,Compact Cars,34,1300,7.0,24.0
Regular,2010,Compact Cars,34,1300,9.0,24.5
Regular,2010,Compact Cars,35,1200,5.0,26.0
Regular,2010,Compact Cars,35,1200,6.0,26.0
Regular,2010,Compact Cars,35,1250,5.0,25.0
Regular,2010,Compact Cars,35,1250,9.0,25.0
Regular,2010,Compact Cars,35,1300,6.0,24.0
Regular,2010,Compact Cars,35,1300,7.0,24.0
Regular,2010,Compact Cars,35,1300,9.0,24.0
Regular,2010,Compact Cars,36,1150,5.0,27.0
Regular,2010,Compact Cars,36,1150,6.0,27.0
Regular,2010,Compact Cars,36,1200,5.0,27.0
Regular,2010,Compact Cars,36,1200,6.0,27.0
Regular,2010,Compact Cars,36,1200,9.0,27.0
Regular,2010,Compact Cars,37,1200,5.0,25.0
Regular,2010,Compact Cars,37,1200,9.0,25.0
Regular,2010,Compact Cars,43,900,7.0,40.0
Regular,2010,Compact Cars,43,900,8.0,40.0
Regular,2010,Compact Cars,43,900,9.0,40.0
Regular,2010,Compact Cars,45,850,8.0,40.0
Regular,2010,Compact Cars,45,850,9.0,40.0
Regular,2010,Large Cars,23,2000,6.0,15.0
Regular,2010,Large Cars,25,1800,5.0,17.0
Regular,2010,Large Cars,25,1800,6.0,17.0
Regular,2010,Large Cars,25,1900,6.0,16.0
Regular,2010,Large Cars,26,1750,5.0,18.0
Regular,2010,Large Cars,27,1750,5.0,18.0
Regular,2010,Large Cars,27,1750,6.0,18.0
Regular,2010,Large Cars,28,1600,5.0,19.0
Regular,2010,Large Cars,28,1600,6.0,19.0
Regular,2010,Large Cars,29,1600,5.0,19.0
Regular,2010,Large Cars,29,1600,6.0,19.0
Regular,2010,Large Cars,29,1650,5.0,18.0
Regular,2010,Large Cars,29,1650,9.0,18.0
Regular,2010,Large Cars,31,1450,5.0,21.5
Regular,2010,Large Cars,31,1450,6.0,21.5
Regular,2010,Large Cars,31,1450,8.0,21.0
Regular,2010,Large Cars,31,1450,9.0,21.0
Regular,2010,Large Cars,32,1450,5.0,21.5
Regular,2010,Large Cars,32,1450,6.0,21.5
Regular,2010,Large Cars,32,1450,9.0,22.0
Regular,2010,Midsize Cars,25,1800,5.0,18.0
Regular,2010,Midsize Cars,25,1800,6.0,18.0
Regular,2010,Midsize Cars,26,1800,5.0,17.0
Regular,2010,Midsize Cars,26,1800,6.0,17.0
Regular,2010,Midsize Cars,27,1650,5.0,19.0
Regular,2010,Midsize Cars,27,1750,5.0,17.666666666666668
Regular,2010,Midsize Cars,27,1750,6.0,17.666666666666668
Regular,2010,Midsize Cars,28,1600,5.0,19.0
Regular,2010,Midsize Cars,28,1600,6.0,19.0
Regular,2010,Midsize Cars,29,1500,5.0,22.0
Regular,2010,Midsize Cars,29,1500,6.0,22.0
Regular,2010,Midsize Cars,29,1600,5.0,20.0
Regular,2010,Midsize Cars,30,1450,5.0,22.0
Regular,2010,Midsize Cars,30,1500,5.0,21.0
Regular,2010,Midsize Cars,30,1500,6.0,21.0
Regular,2010,Midsize Cars,30,1500,9.0,21.0
Regular,2010,Midsize Cars,31,1300,5.0,26.0
Regular,2010,Midsize Cars,31,1300,6.0,26.0
Regular,2010,Midsize Cars,31,1400,5.0,23.0
Regular,2010,Midsize Cars,31,1400,6.0,23.0
Regular,2010,Midsize Cars,31,1400,9.0,23.0
Regular,2010,Midsize Cars,31,1450,5.0,22.0
Regular,2010,Midsize Cars,31,1450,6.0,22.0
Regular,2010,Midsize Cars,32,1350,5.0,23.333333333333332
Regular,2010,Midsize Cars,32,1350,6.0,24.0
Regular,2010,Midsize Cars,32,1350,9.0,23.0
Regular,2010,Midsize Cars,32,1400,5.0,22.0
Regular,2010,Midsize Cars,32,1400,6.0,22.0
Regular,2010,Midsize Cars,32,1400,9.0,22.0
Regular,2010,Midsize Cars,32,1450,5.0,22.0
Regular,2010,Midsize Cars,32,1450,6.0,22.0
Regular,2010,Midsize Cars,33,1050,9.0,35.0
Regular,2010,Midsize Cars,33,1300,5.0,26.0
Regular,2010,Midsize Cars,33,1300,6.0,26.0
Regular,2010,Midsize Cars,33,1400,5.0,22.0
Regular,2010,Midsize Cars,34,1050,7.0,33.0
Regular,2010,Midsize Cars,34,1050,9.0,33.0
Regular,2010,Midsize Cars,34,1200,5.0,28.0
Regular,2010,Midsize Cars,34,1200,6.0,28.0
Regular,2010,Midsize Cars,34,1250,5.0,26.0
Regular,2010,Midsize Cars,34,1250,6.0,26.0
Regular,2010,Midsize Cars,34,1250,9.0,26.0
Regular,2010,Midsize Cars,35,1250,5.0,26.0
Regular,2010,Midsize Cars,35,1250,6.0,26.0
Regular,2010,Midsize Cars,36,950,7.0,41.0
Regular,2010,Midsize Cars,36,950,9.0,41.0
Regular,2010,Midsize Cars,48,750,7.0,51.0
Regular,2010,Midsize Cars,48,750,9.0,51.0
Regular,2010,Minivan - 2WD,23,1900,5.0,17.0
Regular,2010,Minivan - 2WD,23,1900,6.0,17.0
Regular,2010,Minivan - 2WD,23,2000,5.0,16.0
Regular,2010,Minivan - 2WD,23,2000,6.0,16.0
Regular,2010,Minivan - 2WD,25,1800,5.0,17.0
Regular,2010,Minivan - 2WD,25,1800,6.0,17.0
Regular,2010,Minivan - 2WD,27,1600,5.0,21.0
Regular,2010,Minivan - 2WD,28,1500,5.0,22.0
Regular,2010,Minivan - 4WD,21,2000,5.0,16.0
Regular,2010,Minivan - 4WD,21,2000,6.0,16.0
Regular,2010,Small Pickup Trucks 2WD,20,2150,5.0,15.0
Regular,2010,Small Pickup Trucks 2WD,20,2150,6.0,15.0
Regular,2010,Small Pickup Trucks 2WD,21,2000,5.0,17.0
Regular,2010,Small Pickup Trucks 2WD,24,1750,5.0,19.0
Regular,2010,Small Pickup Trucks 2WD,24,1750,6.0,19.0
Regular,2010,Small Pickup Trucks 2WD,25,1750,5.0,19.0
Regular,2010,Small Pickup Trucks 2WD,27,1500,5.0,22.0
Regular,2010,Small Pickup Trucks 2WD,27,1500,6.0,22.0
Regular,2010,Small Pickup Trucks 4WD,18,2400,5.0,14.0
Regular,2010,Small Pickup Trucks 4WD,19,2150,5.0,15.0
Regular,2010,Small Pickup Trucks 4WD,19,2150,6.0,15.0
Regular,2010,Small Pickup Trucks 4WD,19,2250,5.0,14.0
Regular,2010,Small Pickup Trucks 4WD,19,2250,6.0,14.0
Regular,2010,Small Pickup Trucks 4WD,20,2000,5.0,16.0
Regular,2010,Small Pickup Trucks 4WD,21,2000,6.0,16.0
Regular,2010,Small Pickup Trucks 4WD,22,1900,5.0,17.0
Regular,2010,Small Station Wagons,26,1650,5.0,20.0
Regular,2010,Small Station Wagons,26,1750,5.0,18.0
Regular,2010,Small Station Wagons,26,1750,6.0,18.0
Regular,2010,Small Station Wagons,27,1450,5.0,23.0
Regular,2010,Small Station Wagons,27,1450,6.0,23.0
Regular,2010,Small Station Wagons,27,1600,5.0,21.0
Regular,2010,Small Station Wagons,27,1600,9.0,21.0
Regular,2010,Small Station Wagons,27,1650,5.0,19.5
Regular,2010,Small Station Wagons,28,1500,5.0,22.0
Regular,2010,Small Station Wagons,28,1500,6.0,22.0
Regular,2010,Small Station Wagons,29,1450,5.0,23.0
Regular,2010,Small Station Wagons,29,1500,5.0,21.0
Regular,2010,Small Station Wagons,29,1500,6.0,21.0
Regular,2010,Small Station Wagons,30,1350,5.0,25.0
Regular,2010,Small Station Wagons,30,1400,5.0,23.666666666666668
Regular,2010,Small Station Wagons,30,1400,6.0,23.666666666666668
Regular,2010,Small Station Wagons,30,1450,5.0,22.0
Regular,2010,Small Station Wagons,31,1250,5.0,27.0
Regular,2010,Small Station Wagons,31,1300,5.0,25.5
Regular,2010,Small Station Wagons,31,1300,6.0,25.5
Regular,2010,Small Station Wagons,31,1400,5.0,23.0
Regular,2010,Small Station Wagons,32,1300,5.0,26.0
Regular,2010,Small Station Wagons,32,1300,6.0,26.0
Regular,2010,Small Station Wagons,33,1200,5.0,27.0
Regular,2010,Small Station Wagons,33,1200,6.0,27.0
Regular,2010,Small Station Wagons,33,1250,5.0,27.0
Regular,2010,Small Station Wagons,33,1250,6.0,27.0
Regular,2010,Small Station Wagons,35,1150,5.0,28.0
Regular,2010,Small Station Wagons,35,1150,6.0,28.0
Regular,2010,Special Purpose Vehicle 2WD,25,1600,6.0,22.0
Regular,2010,Sport Utility Vehicle - 2WD,20,2250,5.0,14.0
Regular,2010,Sport Utility Vehicle - 2WD,20,2250,6.0,14.0
Regular,2010,Sport Utility Vehicle - 2WD,21,2150,5.0,15.0
Regular,2010,Sport Utility Vehicle - 2WD,21,2150,6.0,15.0
Regular,2010,Sport Utility Vehicle - 2WD,22,2000,5.0,15.5
Regular,2010,Sport Utility Vehicle - 2WD,22,2000,6.0,15.5
Regular,2010,Sport Utility Vehicle - 2WD,23,1900,5.0,17.0
Regular,2010,Sport Utility Vehicle - 2WD,24,1800,5.0,17.5
Regular,2010,Sport Utility Vehicle - 2WD,24,1800,6.0,17.5
Regular,2010,Sport Utility Vehicle - 2WD,24,1900,5.0,17.0
Regular,2010,Sport Utility Vehicle - 2WD,24,1900,6.0,17.0
Regular,2010,Sport Utility Vehicle - 2WD,25,1600,5.0,21.0
Regular,2010,Sport Utility Vehicle - 2WD,25,1600,6.0,21.0
Regular,2010,Sport Utility Vehicle - 2WD,25,1750,6.0,18.5
Regular,2010,Sport Utility Vehicle - 2WD,25,1800,5.0,18.0
Regular,2010,Sport Utility Vehicle - 2WD,25,1800,6.0,17.5
Regular,2010,Sport Utility Vehicle - 2WD,26,1650,5.0,19.0
Regular,2010,Sport Utility Vehicle - 2WD,26,1650,6.0,19.0
Regular,2010,Sport Utility Vehicle - 2WD,27,1500,5.0,22.0
Regular,2010,Sport Utility Vehicle - 2WD,27,1500,8.0,22.0
Regular,2010,Sport Utility Vehicle - 2WD,27,1650,5.0,19.5
Regular,2010,Sport Utility Vehicle - 2WD,27,1650,6.0,19.5
Regular,2010,Sport Utility Vehicle - 2WD,27,1750,5.0,18.0
Regular,2010,Sport Utility Vehicle - 2WD,27,1750,6.0,18.0
Regular,2010,Sport Utility Vehicle - 2WD,28,1450,5.0,23.0
Regular,2010,Sport Utility Vehicle - 2WD,28,1450,6.0,23.0
Regular,2010,Sport Utility Vehicle - 2WD,28,1500,5.0,21.5
Regular,2010,Sport Utility Vehicle - 2WD,28,1500,6.0,21.5
Regular,2010,Sport Utility Vehicle - 2WD,28,1600,5.0,20.6
Regular,2010,Sport Utility Vehicle - 2WD,28,1600,6.0,20.6
Regular,2010,Sport Utility Vehicle - 2WD,29,1450,5.0,23.0
Regular,2010,Sport Utility Vehicle - 2WD,29,1500,5.0,21.0
Regular,2010,Sport Utility Vehicle - 2WD,29,1500,6.0,21.0
Regular,2010,Sport Utility Vehicle - 2WD,31,1150,7.0,34.0
Regular,2010,Sport Utility Vehicle - 2WD,31,1150,9.0,34.0
Regular,2010,Sport Utility Vehicle - 2WD,31,1400,5.0,23.0
Regular,2010,Sport Utility Vehicle - 2WD,31,1400,6.0,23.0
Regular,2010,Sport Utility Vehicle - 2WD,31,1400,9.0,23.0
Regular,2010,Sport Utility Vehicle - 2WD,32,1400,6.0,22.0
Regular,2010,Sport Utility Vehicle - 4WD,18,2400,5.0,13.0
Regular,2010,Sport Utility Vehicle - 4WD,18,2400,6.0,13.0
Regular,2010,Sport Utility Vehicle - 4WD,19,2150,5.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,19,2150,6.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,19,2250,5.0,14.0
Regular,2010,Sport Utility Vehicle - 4WD,19,2400,6.0,13.0
Regular,2010,Sport Utility Vehicle - 4WD,20,2150,5.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,20,2150,6.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,21,2000,5.0,16.333333333333332
Regular,2010,Sport Utility Vehicle - 4WD,21,2000,6.0,16.0
Regular,2010,Sport Utility Vehicle - 4WD,21,2150,5.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,21,2150,6.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,22,1750,5.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,22,1750,6.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,22,1900,5.0,17.0
Regular,2010,Sport Utility Vehicle - 4WD,22,2000,5.0,16.0
Regular,2010,Sport Utility Vehicle - 4WD,22,2000,6.0,16.0
Regular,2010,Sport Utility Vehicle - 4WD,23,1800,5.0,18.5
Regular,2010,Sport Utility Vehicle - 4WD,23,1800,6.0,18.5
Regular,2010,Sport Utility Vehicle - 4WD,23,1900,5.0,16.6
Regular,2010,Sport Utility Vehicle - 4WD,23,1900,6.0,16.666666666666668
Regular,2010,Sport Utility Vehicle - 4WD,23,2000,5.0,15.0
Regular,2010,Sport Utility Vehicle - 4WD,24,1650,5.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,24,1650,6.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,24,1750,5.0,19.0
Regular,2010,Sport Utility Vehicle - 4WD,25,1400,7.0,27.0
Regular,2010,Sport Utility Vehicle - 4WD,25,1400,8.0,27.0
Regular,2010,Sport Utility Vehicle - 4WD,25,1650,5.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,25,1800,5.0,17.75
Regular,2010,Sport Utility Vehicle - 4WD,25,1800,6.0,17.5
Regular,2010,Sport Utility Vehicle - 4WD,26,1600,5.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,26,1600,8.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,26,1650,5.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,26,1650,6.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,26,1650,9.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,26,1750,5.0,19.0
Regular,2010,Sport Utility Vehicle - 4WD,26,1750,6.0,19.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1250,7.0,30.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1250,9.0,30.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1500,5.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1500,6.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1600,5.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1600,6.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,27,1650,5.0,19.5
Regular,2010,Sport Utility Vehicle - 4WD,27,1650,6.0,19.5
Regular,2010,Sport Utility Vehicle - 4WD,27,1650,9.0,19.5
Regular,2010,Sport Utility Vehicle - 4WD,28,1450,5.0,23.0
Regular,2010,Sport Utility Vehicle - 4WD,28,1450,6.0,23.0
Regular,2010,Sport Utility Vehicle - 4WD,28,1500,5.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,28,1500,6.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,28,1500,9.0,21.0
Regular,2010,Sport Utility Vehicle - 4WD,28,1600,5.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,28,1600,6.0,20.0
Regular,2010,Sport Utility Vehicle - 4WD,29,1500,5.0,22.0
Regular,2010,Sport Utility Vehicle - 4WD,29,1500,6.0,22.0
Regular,2010,Sport Utility Vehicle - 4WD,29,1500,9.0,22.0
Regular,2010,Sport Utility Vehicle - 4WD,29,1600,6.0,20.0
Regular,2010,Standard Pickup Trucks 2WD,18,2250,5.0,14.0
Regular,2010,Standard Pickup Trucks 2WD,18,2250,6.0,14.0
Regular,2010,Standard Pickup Trucks 2WD,19,2250,6.0,15.0
Regular,2010,Standard Pickup Trucks 2WD,20,2150,5.0,15.0
Regular,2010,Standard Pickup Trucks 2WD,20,2150,6.0,15.0
Regular,2010,Standard Pickup Trucks 2WD,21,2150,6.0,15.0
Regular,2010,Standard Pickup Trucks 4WD,17,2600,5.0,13.0
Regular,2010,Standard Pickup Trucks 4WD,17,2600,6.0,13.0
Regular,2010,Standard Pickup Trucks 4WD,18,2400,5.0,13.0
Regular,2010,Standard Pickup Trucks 4WD,18,2400,6.0,13.0
Regular,2010,Standard Pickup Trucks 4WD,19,2250,5.0,14.0
Regular,2010,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Regular,2010,Standard Pickup Trucks 4WD,20,2150,5.0,15.0
Regular,2010,Standard Pickup Trucks 4WD,20,2150,6.0,15.0
Regular,2010,Standard Pickup Trucks 4WD,20,2250,6.0,14.0
Regular,2010,Standard Pickup Trucks 4WD,22,1750,5.0,21.0
Regular,2010,Subcompact Cars,23,1900,5.0,17.0
Regular,2010,Subcompact Cars,24,1900,5.0,16.0
Regular,2010,Subcompact Cars,24,1900,6.0,16.0
Regular,2010,Subcompact Cars,26,1800,5.0,17.0
Regular,2010,Subcompact Cars,26,1800,6.0,17.0
Regular,2010,Subcompact Cars,30,1400,6.0,24.0
Regular,2010,Subcompact Cars,30,1500,5.0,21.0
Regular,2010,Subcompact Cars,30,1600,5.0,20.0
Regular,2010,Subcompact Cars,32,1400,5.0,23.0
Regular,2010,Subcompact Cars,32,1400,9.0,23.0
Regular,2010,Subcompact Cars,33,1250,5.0,27.0
Regular,2010,Subcompact Cars,33,1250,6.0,27.0
Regular,2010,Subcompact Cars,33,1350,5.0,24.0
Regular,2010,Subcompact Cars,33,1350,9.0,24.0
Regular,2010,Subcompact Cars,34,1250,5.0,26.0
Regular,2010,Subcompact Cars,34,1250,6.0,26.0
Regular,2010,Subcompact Cars,35,1150,5.0,29.0
Regular,2010,Subcompact Cars,35,1150,6.0,29.0
Regular,2010,Subcompact Cars,35,1200,6.0,27.0
Regular,2010,Subcompact Cars,35,1250,5.0,25.0
Regular,2010,Subcompact Cars,35,1250,9.0,25.0
Regular,2010,Subcompact Cars,36,1150,5.0,29.0
Regular,2010,Subcompact Cars,36,1150,6.0,29.0
Regular,2010,Subcompact Cars,36,1250,5.0,25.0
Regular,2010,Subcompact Cars,36,1250,6.0,25.0
Regular,2010,Subcompact Cars,37,1200,5.0,25.0
Regular,2010,Subcompact Cars,37,1200,9.0,25.0
Regular,2011,Compact Cars,24,1900,6.0,16.0
Regular,2011,Compact Cars,27,1650,5.0,20.0
Regular,2011,Compact Cars,27,1750,5.0,18.0
Regular,2011,Compact Cars,28,1450,5.0,22.0
Regular,2011,Compact Cars,28,1450,9.0,22.0
Regular,2011,Compact Cars,28,1600,5.0,20.0
Regular,2011,Compact Cars,28,1600,9.0,20.0
Regular,2011,Compact Cars,28,1650,5.0,18.0
Regular,2011,Compact Cars,28,1650,6.0,18.0
Regular,2011,Compact Cars,29,1450,5.0,23.0
Regular,2011,Compact Cars,29,1450,6.0,23.0
Regular,2011,Compact Cars,29,1650,6.0,18.0
Regular,2011,Compact Cars,30,1450,5.0,22.5
Regular,2011,Compact Cars,30,1450,6.0,22.5
Regular,2011,Compact Cars,30,1450,9.0,22.0
Regular,2011,Compact Cars,30,1500,5.0,21.0
Regular,2011,Compact Cars,30,1500,6.0,21.0
Regular,2011,Compact Cars,31,1350,5.0,24.0
Regular,2011,Compact Cars,31,1350,7.0,24.0
Regular,2011,Compact Cars,31,1350,9.0,24.0
Regular,2011,Compact Cars,31,1400,5.0,23.0
Regular,2011,Compact Cars,31,1400,6.0,23.0
Regular,2011,Compact Cars,32,1250,5.0,27.0
Regular,2011,Compact Cars,32,1250,6.0,27.0
Regular,2011,Compact Cars,32,1350,5.0,24.0
Regular,2011,Compact Cars,32,1350,9.0,24.0
Regular,2011,Compact Cars,33,1200,5.0,27.0
Regular,2011,Compact Cars,33,1200,6.0,27.0
Regular,2011,Compact Cars,33,1300,5.0,25.0
Regular,2011,Compact Cars,33,1300,6.0,25.0
Regular,2011,Compact Cars,33,1300,7.0,25.0
Regular,2011,Compact Cars,33,1300,9.0,25.0
Regular,2011,Compact Cars,33,1400,5.0,23.0
Regular,2011,Compact Cars,33,1400,7.0,23.0
Regular,2011,Compact Cars,33,1400,9.0,23.0
Regular,2011,Compact Cars,34,1150,5.0,29.0
Regular,2011,Compact Cars,34,1150,6.0,29.0
Regular,2011,Compact Cars,34,1200,5.0,27.0
Regular,2011,Compact Cars,34,1200,6.0,27.0
Regular,2011,Compact Cars,34,1250,5.0,25.333333333333332
Regular,2011,Compact Cars,34,1250,6.0,26.666666666666668
Regular,2011,Compact Cars,34,1250,7.0,25.0
Regular,2011,Compact Cars,34,1250,9.0,25.0
Regular,2011,Compact Cars,35,1200,5.0,27.0
Regular,2011,Compact Cars,35,1200,6.0,27.0
Regular,2011,Compact Cars,35,1250,5.0,26.0
Regular,2011,Compact Cars,35,1250,6.0,26.0
Regular,2011,Compact Cars,40,850,7.0,43.0
Regular,2011,Compact Cars,40,850,8.0,43.0
Regular,2011,Compact Cars,41,900,7.0,39.0
Regular,2011,Compact Cars,41,900,8.0,39.0
Regular,2011,Compact Cars,41,900,9.0,39.0
Regular,2011,Compact Cars,43,900,8.0,39.0
Regular,2011,Compact Cars,43,900,9.0,39.0
Regular,2011,Large Cars,23,2000,6.0,15.0
Regular,2011,Large Cars,25,1800,5.0,17.0
Regular,2011,Large Cars,25,1800,6.0,17.0
Regular,2011,Large Cars,27,1650,5.0,19.0
Regular,2011,Large Cars,27,1650,6.0,19.0
Regular,2011,Large Cars,27,1750,5.0,18.0
Regular,2011,Large Cars,27,1750,6.0,18.0
Regular,2011,Large Cars,28,1650,5.0,18.0
Regular,2011,Large Cars,28,1650,6.0,18.0
Regular,2011,Large Cars,29,1600,5.0,20.0
Regular,2011,Large Cars,29,1600,6.0,20.0
Regular,2011,Large Cars,30,1600,5.0,20.0
Regular,2011,Large Cars,30,1600,6.0,20.0
Regular,2011,Large Cars,32,1400,5.0,22.5
Regular,2011,Large Cars,32,1400,6.0,22.5
Regular,2011,Large Cars,33,1400,5.0,22.0
Regular,2011,Large Cars,33,1400,6.0,22.0
Regular,2011,Large Cars,33,1400,8.0,22.0
Regular,2011,Large Cars,33,1400,9.0,22.0
Regular,2011,Large Cars,34,1350,5.0,24.0
Regular,2011,Large Cars,34,1350,6.0,24.0
Regular,2011,Large Cars,34,1400,5.0,22.0
Regular,2011,Large Cars,34,1400,6.0,22.0
Regular,2011,Large Cars,34,1400,9.0,22.0
Regular,2011,Midsize Cars,24,1900,5.0,17.0
Regular,2011,Midsize Cars,24,1900,6.0,17.0
Regular,2011,Midsize Cars,26,1750,5.0,18.0
Regular,2011,Midsize Cars,26,1750,6.0,18.0
Regular,2011,Midsize Cars,26,1800,5.0,16.0
Regular,2011,Midsize Cars,26,1800,6.0,16.0
Regular,2011,Midsize Cars,27,1650,5.0,19.0
Regular,2011,Midsize Cars,27,1650,6.0,19.0
Regular,2011,Midsize Cars,27,1800,5.0,17.0
Regular,2011,Midsize Cars,27,1800,6.0,17.0
Regular,2011,Midsize Cars,28,1500,5.0,22.0
Regular,2011,Midsize Cars,28,1500,6.0,22.0
Regular,2011,Midsize Cars,29,1500,5.0,22.0
Regular,2011,Midsize Cars,29,1500,6.0,21.333333333333332
Regular,2011,Midsize Cars,29,1500,9.0,21.0
Regular,2011,Midsize Cars,29,1600,5.0,20.0
Regular,2011,Midsize Cars,29,1600,6.0,19.25
Regular,2011,Midsize Cars,29,1600,9.0,19.0
Regular,2011,Midsize Cars,30,1400,5.0,24.0
Regular,2011,Midsize Cars,30,1450,5.0,22.0
Regular,2011,Midsize Cars,30,1450,6.0,22.0
Regular,2011,Midsize Cars,30,1450,9.0,22.0
Regular,2011,Midsize Cars,30,1500,5.0,21.0
Regular,2011,Midsize Cars,30,1600,6.0,19.0
Regular,2011,Midsize Cars,31,1300,5.0,26.0
Regular,2011,Midsize Cars,31,1300,6.0,26.0
Regular,2011,Midsize Cars,31,1350,5.0,24.0
Regular,2011,Midsize Cars,31,1350,6.0,24.0
Regular,2011,Midsize Cars,31,1400,5.0,23.0
Regular,2011,Midsize Cars,31,1400,6.0,23.0
Regular,2011,Midsize Cars,31,1400,9.0,23.0
Regular,2011,Midsize Cars,31,1450,5.0,22.0
Regular,2011,Midsize Cars,31,1450,6.0,22.0
Regular,2011,Midsize Cars,31,1450,9.0,22.0
Regular,2011,Midsize Cars,32,1400,5.0,22.6
Regular,2011,Midsize Cars,32,1400,6.0,22.5
Regular,2011,Midsize Cars,32,1400,9.0,22.0
Regular,2011,Midsize Cars,33,1100,9.0,33.0
Regular,2011,Midsize Cars,33,1200,5.0,28.0
Regular,2011,Midsize Cars,33,1200,6.0,28.0
Regular,2011,Midsize Cars,33,1300,5.0,26.0
Regular,2011,Midsize Cars,33,1300,6.0,26.0
Regular,2011,Midsize Cars,33,1350,5.0,23.0
Regular,2011,Midsize Cars,33,1350,6.0,23.0
Regular,2011,Midsize Cars,33,1350,9.0,23.0
Regular,2011,Midsize Cars,33,1400,5.0,22.0
Regular,2011,Midsize Cars,33,1400,6.0,22.0
Regular,2011,Midsize Cars,34,1250,5.0,26.0
Regular,2011,Midsize Cars,34,1400,6.0,22.0
Regular,2011,Midsize Cars,35,950,7.0,41.0
Regular,2011,Midsize Cars,35,950,9.0,41.0
